city,date,temp,humidity,rainfall,wind_speed,uv_index,sunrise,sunset,moonrise,moonset,moon_phase,illumination
Phu Tho,2024-05-26,31.4,-1.0325330427516775,-0.054084841636095816,-0.012384093463045387,1.0744067553821028,5.5,18.183333333333334,20.916666666666668,7.6,1,1.3135447233953939
Bac Giang,2024-05-26,27.0,0.7488902062139314,-0.4223601523104572,0.36751757350453346,-0.38637202660933245,5.233333333333333,18.516666666666666,21.383333333333333,7.183333333333334,1,1.3135447233953939
Quang Ninh,2024-05-26,28.7,-0.06084763422498168,-0.09519871242396988,0.8082035071869248,0.3440173643863852,5.283333333333333,18.066666666666666,20.816666666666666,7.35,1,1.3135447233953939
Bac Ninh,2024-05-26,27.0,0.7488902062139314,-0.4223601523104572,0.36751757350453346,-0.38637202660933245,5.25,18.516666666666666,21.383333333333333,7.2,1,1.3135447233953939
Ha Nam,2024-05-26,27.6,0.5059688540822574,-0.3541286220667514,0.033204106573064184,0.3440173643863852,5.316666666666666,18.483333333333334,21.316666666666666,7.3,1,1.3135447233953939
Hung Yen,2024-05-26,26.8,1.153759126433388,-0.06633152655163282,0.36751757350453346,-0.38637202660933245,5.2,18.466666666666665,21.316666666666666,7.166666666666667,1,1.3135447233953939
Thai Binh,2024-05-26,27.5,0.6679164221700401,-0.39786678247938334,0.6410467737211903,-0.38637202660933245,5.25,18.483333333333334,21.333333333333332,7.216666666666667,1,1.3135447233953939
Nam Dinh,2024-05-26,27.2,0.6679164221700401,-0.39611725606287806,0.2611451067536115,0.3440173643863852,5.266666666666667,18.483333333333334,21.35,7.233333333333333,1,1.3135447233953939
Ninh Binh,2024-05-26,27.2,0.6679164221700401,-0.39611725606287806,0.2611451067536115,0.3440173643863852,5.283333333333333,18.5,21.35,7.25,1,1.3135447233953939
Thanh Hoa,2024-05-26,27.6,0.5059688540822574,-0.3541286220667514,0.033204106573064184,0.3440173643863852,5.3,18.5,21.35,7.283333333333333,1,1.3135447233953939
Nghe An,2024-05-26,24.5,0.9918115583456053,-0.20279458703904463,-1.7143435614777989,-0.38637202660933245,5.316666666666666,18.666666666666668,21.55,7.266666666666667,1,1.3135447233953939
Ha Tinh,2024-05-26,27.5,0.4249950700383662,-0.35237909565024605,-1.0001284275787505,0.3440173643863852,5.333333333333333,18.45,21.266666666666666,7.333333333333333,1,1.3135447233953939
Quang Binh,2024-05-26,30.8,-0.7896116906200035,-0.1301892407540755,0.15477264000268953,1.0744067553821028,5.533333333333333,18.2,20.916666666666668,7.616666666666667,1,1.3135447233953939
Quang Tri,2024-05-26,26.8,1.153759126433388,-0.06633152655163282,0.36751757350453346,-0.38637202660933245,5.216666666666667,18.483333333333334,21.35,7.183333333333334,1,1.3135447233953939
Thua Thien Hue,2024-05-26,27.4,0.5059688540822574,0.5311317446849202,-0.6202267606111715,0.3440173643863852,5.283333333333333,18.283333333333335,21.083333333333332,7.3,1,1.3135447233953939
Quang Nam,2024-05-26,27.8,0.34402128599447485,-0.19404695495651822,-0.17954082692878004,0.3440173643863852,5.25,18.216666666666665,21.0,7.283333333333333,1,1.3135447233953939
Quang Ngai,2024-05-26,27.8,0.18207371790669225,-0.2045441134555499,-0.34669756039451466,0.3440173643863852,5.233333333333333,18.166666666666668,20.933333333333334,7.266666666666667,1,1.3135447233953939
Binh Dinh,2024-05-26,30.8,-0.7896116906200035,-0.20191982383079196,-1.0001284275787505,1.0744067553821028,5.633333333333333,18.233333333333334,20.95,7.75,1,1.3135447233953939
Phu Yen,2024-05-26,25.6,0.10109993386280093,-0.33313430506868796,-0.07316836017785806,0.3440173643863852,5.3,18.15,20.916666666666668,7.35,1,1.3135447233953939
Khanh Hoa,2024-05-26,31.4,-1.0325330427516775,-0.054084841636095816,-0.012384093463045387,1.0744067553821028,5.516666666666667,18.2,20.933333333333334,7.616666666666667,1,1.3135447233953939
